year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2015,GMC,Sierra 1500,SLT,crew cab,automatic,3gtu2vec1fg280513,tx,5.0,2898.0,white,brown,music city autoplex llc,40800.0,41000.0,Wed Jun 17 2015 03:20:00 GMT-0700 (PDT)
2015,Ford,Taurus,Limited,sedan,automatic,1fahp2f87fg100884,tx,43.0,33591.0,white,beige,avis budget group,20300.0,21100.0,Wed Jun 17 2015 04:00:00 GMT-0700 (PDT)
2015,Hyundai,Sonata,Sport PZEV,sedan,automatic,5npe34af1fh092206,ca,43.0,10181.0,red,beige,repo remarketing/vons credit union,19900.0,21000.0,Wed Jun 17 2015 05:30:00 GMT-0700 (PDT)
2015,Kia,Optima,LX,sedan,automatic,knagm4a74f5590251,fl,23.0,5324.0,white,gray,florida auto financial group,15750.0,13800.0,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
2015,Kia,Sorento,EX,suv,automatic,5xykuda71fg655271,wi,5.0,6018.0,beige,tan,kia motors america  inc,26500.0,26300.0,Wed Jun 17 2015 03:30:00 GMT-0700 (PDT)
2015,Lincoln,MKC,Base,suv,automatic,5lmcj1a97fuj07943,tx,47.0,5822.0,blue,beige,ford motor credit company,31600.0,34000.0,Wed Jun 17 2015 04:00:00 GMT-0700 (PDT)
2015,Lexus,GX 460,Base,suv,automatic,jtjbm7fx2f5106176,fl,5.0,2577.0,gray,gray,tdaf remarketing,52100.0,50400.0,Tue Jun 16 2015 02:00:00 GMT-0700 (PDT)
2015,MINI,Cooper,S,hatchback,automatic,wmwxp7c54f2a38001,oh,48.0,5766.0,blue,—,bmw north america raa,24800.0,24750.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,Mazda,Mazda6,i Sport,sedan,automatic,jm1gj1u62f1164417,wa,47.0,24285.0,gray,black,robert larson's hyundai,15750.0,16200.0,Wed Jun 17 2015 07:20:00 GMT-0700 (PDT)
2015,Lexus,RC F,Base,coupe,automatic,jthhp5bc4f5001410,fl,47.0,382.0,red,gray,champion auto wholesale inc,66000.0,66500.0,Wed Jun 17 2015 03:40:00 GMT-0700 (PDT)
2015,Nissan,Altima,2.5,sedan,automatic,1n4al3ap6fc119984,fl,27.0,23645.0,red,black,florida auto financial group,14700.0,13600.0,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
2015,Nissan,Versa,1.6 SL,sedan,automatic,3n1cn7ap0fl809662,wa,37.0,22682.0,silver,black,shadlows auto sales & brokerage,10450.0,11400.0,Wed Jun 17 2015 05:30:00 GMT-0700 (PDT)
2015,Subaru,WRX,STI Launch Edition,sedan,manual,jf1va2w6xf9800633,tx,46.0,10623.0,blue,black,music city autoplex llc,34200.0,31250.0,Wed Jun 17 2015 03:20:00 GMT-0700 (PDT)
2015,Nissan,Versa Note,1.6 SV,hatchback,automatic,3n1ce2cp6fl405152,fl,42.0,6518.0,blue,black,florida auto financial group,10850.0,9800.0,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
2015,Nissan,Versa,1.6 SL,sedan,automatic,3n1cn7ap2fl862380,ca,48.0,3019.0,black,black,mossy nissan poway,11250.0,11200.0,Tue Jun 16 2015 05:30:00 GMT-0700 (PDT)
2015,Nissan,Rogue,SL,SUV,automatic,5n1at2mt5fc755742,ga,42.0,16849.0,—,black,nissan motor acceptance corporation,24000.0,23800.0,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
2015,Scion,FR-S,Base,coupe,automatic,jf1znaa1xf8702008,or,48.0,3796.0,gray,black,toyota scion of gladstone,22400.0,22000.0,Tue Jun 16 2015 05:30:00 GMT-0700 (PDT)
2015,Nissan,Versa,1.6 SL,sedan,automatic,3n1cn7ap2fl818511,ca,49.0,1751.0,gray,black,mossy nissan poway,12200.0,12200.0,Tue Jun 16 2015 05:30:00 GMT-0700 (PDT)
2015,Volvo,S60,T5 Drive-E,sedan,automatic,yv126mfbxf1315747,ca,42.0,11638.0,white,beige,volvo na rep/world omni,22800.0,23250.0,Thu Jun 18 2015 05:30:00 GMT-0700 (PDT)
2015,Toyota,Corolla,S,sedan,automatic,2t1burhe3fc279962,ga,49.0,11331.0,black,black,world omni financial corporation,15300.0,16200.0,Thu Jun 18 2015 03:00:00 GMT-0700 (PDT)
2015,Volvo,S60,T5 Drive-E,sedan,automatic,yv140mfb1f1315825,ca,44.0,10961.0,white,tan,volvo na rep/world omni,22900.0,23000.0,Thu Jun 18 2015 05:30:00 GMT-0700 (PDT)
2015,Volkswagen,Passat,Wolfsburg Edition PZEV,sedan,automatic,1vwat7a38fc032454,sc,37.0,23336.0,gray,gray,enterprise veh exchange/rental,14650.0,14500.0,Thu Jun 18 2015 02:15:00 GMT-0700 (PDT)
2015,Volvo,S60,T5,sedan,automatic,yv1612tk9f2333496,ca,43.0,11822.0,white,beige,volvo na rep/world omni,24100.0,24500.0,Thu Jun 18 2015 05:30:00 GMT-0700 (PDT)
2015,Toyota,Corolla,L,sedan,automatic,2t1burhe0fc254565,ga,44.0,8220.0,silver,gray,world omni financial corporation,14000.0,13700.0,Thu Jun 18 2015 03:00:00 GMT-0700 (PDT)
2015,Volvo,S60,T5 Drive-E,sedan,automatic,yv126mfb6f1315745,ca,44.0,14485.0,silver,black,volvo na rep/world omni,22600.0,22750.0,Thu Jun 18 2015 05:30:00 GMT-0700 (PDT)
2015,Chevrolet,Camaro,SS,coupe,manual,2g1fg1ewxf9127645,fl,41.0,5362.0,black,black,kraft nissan,32000.0,30700.0,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
2015,Volvo,XC60,T6,suv,automatic,yv4902rk1f2632958,ca,42.0,12293.0,white,black,volvo na rep/world omni,33800.0,34500.0,Thu Jun 18 2015 05:30:00 GMT-0700 (PDT)
2015,Chevrolet,Tahoe,LTZ,suv,automatic,1gnscckc0fr238709,fl,43.0,17606.0,white,gray,jackson lease inc,50100.0,52200.0,Tue Jun 16 2015 02:15:00 GMT-0700 (PDT)
2015,Ford,Escape,SE,suv,automatic,1fmcu9g91fua18465,sc,47.0,20251.0,black,gray,enterprise veh exchange/rental,21400.0,20800.0,Thu Jun 18 2015 02:15:00 GMT-0700 (PDT)
2015,Ford,Escape,SE,suv,automatic,1fmcu0g95fua53442,fl,46.0,13499.0,gold,gray,enterprise veh exchange/rental,20600.0,20500.0,Tue Jun 16 2015 02:15:00 GMT-0700 (PDT)
2015,BMW,4 Series,428i,convertible,automatic,wba3v5c50fp752376,oh,5.0,7334.0,blue,black,bmw north america greer,49000.0,48000.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,3 Series,328i,sedan,automatic,wba3a5g5xfns82942,oh,44.0,9849.0,black,black,bmw north america greer,34500.0,35500.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,3 Series,328i xDrive SULEV,sedan,automatic,wba3b5g58fns15026,oh,49.0,6691.0,white,black,bmw north america greer,36100.0,34750.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,3 Series,328i xDrive,sedan,automatic,wba3b3g52fnr87719,oh,49.0,4074.0,red,black,bmw na manheim new jersey,40300.0,40000.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,3 Series Gran Turismo,328i xDrive SULEV,hatchback,automatic,wba8z5c50fgs36111,oh,42.0,5487.0,white,black,bmw na manheim new jersey,37200.0,37500.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,5 Series,535i xDrive,sedan,automatic,wba5b3c57fd544647,oh,42.0,4156.0,—,black,bmw na manheim new jersey,56200.0,52500.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,3 Series,328i,sedan,automatic,wba3a5g57fns82994,oh,43.0,4700.0,white,black,bmw north america greer,37800.0,38250.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,3 Series,328i,sedan,automatic,wba3a5g50fns82917,oh,44.0,9310.0,gray,—,bmw north america greer,37600.0,36750.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,3 Series,328i,sedan,automatic,wba3a5g59fns84620,oh,47.0,4663.0,black,black,bmw north america greer,37200.0,37500.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,3 Series,335i xDrive,sedan,automatic,wba3b9g58fnr93849,oh,5.0,6032.0,—,black,bmw na manheim new jersey,44200.0,45250.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,3 Series Gran Turismo,328i xDrive SULEV,hatchback,automatic,wba8z5c55fd672194,oh,5.0,5083.0,—,tan,bmw na manheim new jersey,39400.0,41250.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,3 Series,328i xDrive,sedan,automatic,wba3b3g59fnr86499,oh,49.0,8185.0,white,black,bmw na manheim new jersey,35600.0,34500.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,3 Series,328d xDrive,wagon,automatic,wba3k5c57fk301340,oh,49.0,5264.0,—,gray,bmw na manheim new jersey,40100.0,38750.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,4 Series,435i,convertible,automatic,wba3t3c55fp939526,oh,5.0,4886.0,red,black,bmw north america greer,51300.0,51500.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,5 Series,535i xDrive,sedan,automatic,wba5b3c5xfd545520,oh,44.0,3241.0,black,black,bmw north america greer,50500.0,50000.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,3 Series,328i xDrive,sedan,automatic,wba3b3c50ff547093,oh,48.0,5690.0,black,black,bmw na manheim new jersey,40300.0,41750.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,5 Series,528i xDrive,sedan,automatic,wba5a7c53fd624084,oh,48.0,5650.0,white,beige,bmw na manheim new jersey,46500.0,43750.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,5 Series,535i,sedan,automatic,wba5b1c59fd918843,oh,44.0,6589.0,white,black,bmw north america greer,46800.0,47750.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,3 Series,328i xDrive,sedan,automatic,wba3b3g59fnr88172,oh,47.0,3536.0,blue,black,bmw na manheim new jersey,39000.0,40000.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,5 Series,535i xDrive,sedan,automatic,wba5b3c50fd544182,oh,49.0,5382.0,black,black,bmw na manheim new jersey,54400.0,53000.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,5 Series Gran Turismo,535i xDrive,hatchback,automatic,wba5m4c59fd184149,oh,5.0,4458.0,white,black,bmw north america greer,54000.0,54500.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,3 Series,328i xDrive SULEV,sedan,automatic,wba3b5g55fns15937,oh,49.0,4808.0,black,black,bmw na manheim new jersey,36700.0,36500.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,3 Series Gran Turismo,328i xDrive,hatchback,automatic,wba3x5c51fd561383,oh,49.0,6593.0,—,black,bmw na manheim new jersey,37200.0,38250.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,3 Series,328i,sedan,automatic,wba3a5g50fns84358,oh,49.0,7316.0,white,—,bmw north america greer,37700.0,38250.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,5 Series,535i xDrive,sedan,automatic,wba5b3c51fd544322,oh,46.0,3597.0,white,black,bmw north america greer,56200.0,57500.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,4 Series,428i,coupe,automatic,wba3n3c57fk233486,oh,43.0,4574.0,gray,—,bmw north america greer,39100.0,40750.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,3 Series,328i xDrive,sedan,automatic,wba3b3g52fnr88594,oh,5.0,4579.0,white,—,bmw north america greer,36800.0,38250.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,4 Series,435i,convertible,automatic,wba3t3c56fp738900,oh,46.0,6338.0,white,black,bmw north america greer,51000.0,51000.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,3 Series Gran Turismo,328i xDrive SULEV,hatchback,automatic,wba8z5c53fd672274,oh,49.0,5253.0,white,black,bmw na manheim new jersey,37200.0,37500.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,4 Series Gran Coupe,428i xDrive SULEV,sedan,automatic,wba4c9c54fd330940,oh,48.0,4640.0,—,black,bmw na manheim new jersey,41500.0,39500.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,4 Series,435i,convertible,automatic,wba3t3c55fp738905,oh,47.0,4881.0,gray,black,bmw north america greer,51400.0,52750.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,3 Series,328i xDrive,sedan,automatic,wba3b3c5xfj984158,oh,5.0,6786.0,white,brown,bmw north america uaa,36000.0,38750.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,3 Series,328i xDrive SULEV,sedan,automatic,wba3b5g54fns13001,oh,49.0,5738.0,black,black,bmw na manheim new jersey,39400.0,36000.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,5 Series,535i xDrive,sedan,automatic,wba5b3c51fd543364,oh,42.0,6624.0,white,—,bmw na manheim new jersey,56100.0,52500.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,3 Series Gran Turismo,335i xDrive,hatchback,automatic,wba3x9c58fd868427,oh,5.0,5333.0,white,gray,bmw north america uaa,41300.0,45000.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,4 Series,435i,convertible,automatic,wba3t3c59fp738051,oh,43.0,4988.0,—,black,bmw north america greer,51300.0,49000.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,4 Series Gran Coupe,435i,sedan,automatic,wba4b1c58fd955328,oh,5.0,5112.0,red,black,bmw north america greer,46900.0,46750.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,6 Series,640i,Convertible,automatic,wbalw7c59fgj88011,oh,44.0,5010.0,white,tan,bmw north america greer,66000.0,68500.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,3 Series,328i,sedan,automatic,wba3a5g55fns82993,oh,47.0,7910.0,white,black,bmw north america greer,35000.0,35250.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,5 Series,535i xDrive,sedan,automatic,wba5b3c51fd544160,oh,5.0,6446.0,—,black,bmw na manheim new jersey,56100.0,57500.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,5 Series,535i,sedan,automatic,wba5b1c50fd922344,oh,46.0,7314.0,gray,black,bmw north america greer,46700.0,49000.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,3 Series,328i xDrive SULEV,sedan,automatic,wba3b5g58fns14894,oh,5.0,6410.0,white,black,bmw north america greer,36200.0,35000.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,4 Series,435i,coupe,automatic,wba3r1c56fk194432,oh,42.0,5106.0,black,black,bmw north america greer,43900.0,42500.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,3 Series,328i xDrive,sedan,automatic,wba3b3g56fnr85987,oh,43.0,6736.0,black,black,bmw na manheim new jersey,36100.0,34250.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,3 Series Gran Turismo,328i xDrive,hatchback,automatic,wba3x5c59fd561342,oh,44.0,5261.0,white,black,bmw north america greer,40100.0,40250.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,4 Series,435i,convertible,automatic,wba3t3c5xfp739063,oh,38.0,7835.0,gray,black,bmw north america greer,50600.0,49250.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,4 Series,428i,convertible,automatic,wba3v5c57fp752133,oh,39.0,5477.0,black,black,bmw north america greer,49000.0,48250.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,5 Series,535i xDrive,sedan,automatic,wba5b3c51fd541971,oh,49.0,3203.0,black,black,bmw na manheim new jersey,56200.0,62500.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,4 Series Gran Coupe,428i xDrive,sedan,automatic,wba4a7c54fd414282,oh,47.0,3359.0,white,black,bmw north america greer,46000.0,43500.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,4 Series,435i,coupe,automatic,wba3r1c53fk194761,oh,42.0,3641.0,gray,black,bmw north america greer,44200.0,45000.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,3 Series Gran Turismo,335i xDrive,hatchback,automatic,wba3x9c51fd868303,oh,45.0,6198.0,gray,black,bmw north america greer,43400.0,45750.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,Acura,TLX,Base,sedan,automatic,19uub1f33fa002400,fl,48.0,8050.0,white,brown,american bank auto liquidators,25900.0,26200.0,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
2015,BMW,4 Series,435i,convertible,automatic,wba3t3c54fp939601,oh,47.0,7405.0,black,black,bmw north america greer,50700.0,50000.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,4 Series,428i SULEV,convertible,automatic,wba3v7c53fp772004,oh,48.0,6712.0,white,black,bmw north america greer,49000.0,46000.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,3 Series,328i xDrive SULEV,sedan,automatic,wba3b5g50fns13190,oh,41.0,4898.0,black,black,bmw na manheim new jersey,39500.0,35000.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,5 Series,528i xDrive,sedan,automatic,wba5a7c52fd625632,oh,46.0,4921.0,—,black,bmw na manheim new jersey,52000.0,50000.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,4 Series,428i,convertible,automatic,wba3v5c54fp752672,oh,44.0,5829.0,red,black,bmw north america greer,49000.0,47000.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,3 Series,328i xDrive SULEV,sedan,automatic,wba3b5g52fns17886,oh,5.0,4553.0,black,black,bmw na manheim new jersey,36800.0,38250.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,4 Series,428i,convertible,automatic,wba3v5c51fp751625,oh,27.0,8510.0,gray,—,bmw north america greer,45500.0,39000.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,4 Series,428i xDrive,coupe,automatic,wba3n5c57fk198038,oh,48.0,6302.0,white,—,bmw na manheim new jersey,43000.0,43500.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,3 Series,328i xDrive SULEV,sedan,automatic,wba3b5g57fns15874,oh,47.0,6166.0,black,black,bmw na manheim new jersey,39300.0,41000.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,4 Series,428i,convertible,automatic,wba3v5c56fp753113,oh,43.0,4130.0,white,black,bmw north america greer,47000.0,45250.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,4 Series,435i,convertible,automatic,wba3t3c53fp738904,oh,43.0,7965.0,blue,black,bmw north america greer,50600.0,50000.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,3 Series Gran Turismo,328i xDrive,hatchback,automatic,wba3x5c51fd560850,oh,48.0,4283.0,white,black,bmw north america greer,40300.0,40500.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,4 Series,428i,coupe,automatic,wba3n3c51fk232852,oh,49.0,4674.0,white,black,bmw north america greer,45400.0,46250.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,3 Series,328i xDrive,sedan,automatic,wba3b3g53fnr86854,oh,47.0,8639.0,red,black,bmw north america greer,38800.0,37750.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2015,BMW,3 Series,328i xDrive SULEV,sedan,automatic,wba3b5g55fns12911,oh,46.0,7614.0,white,tan,bmw na manheim new jersey,38000.0,36000.0,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
